date,ccy,term,rate,direction,pnl,close_date
2010-03-01,eur,9Y1Y,4.272956440656165,1,-51707.723192720325,2010-04-01
2010-04-01,eur,1Y1Y,1.294751832815416,-1,98779.19816138082,2010-05-03
2010-04-01,eur,1Y2Y,1.6533834964674148,-1,94106.69219019896,2010-05-03
2010-04-01,eur,5Y1Y,3.6013341575722415,-1,119378.3503021284,2010-05-03
2010-04-01,eur,8Y1Y,4.086758585885544,1,-54428.73234663592,2010-05-03
2010-04-01,eur,8Y2Y,4.131455015419635,1,-54721.077223966575,2010-05-03
2010-04-01,eur,9Y1Y,4.176959362598833,1,-54632.861110157195,2010-05-03
2010-05-03,eur,3Y1Y,2.511487038057496,-1,203099.52115589546,2010-06-01
2010-05-03,eur,1Y1Y,1.14857439526019,-1,123427.45962548208,2010-06-01
2010-05-03,eur,1Y3Y,1.839554357542425,-1,169906.00838280556,2010-06-01
2010-05-03,eur,8Y1Y,3.9890604795634075,1,-182790.87472400966,2010-06-01
2010-05-03,eur,8Y2Y,4.031234336175228,1,-175321.9060768083,2010-06-01
2010-05-03,eur,9Y1Y,4.0749112577882185,1,-167061.81145229482,2010-06-01
2010-06-01,eur,3Y1Y,2.155997927286469,-1,106772.42445512004,2010-07-01
2010-06-01,eur,3Y2Y,2.409294703225251,-1,88432.71952948984,2010-07-01
2010-06-01,eur,2Y2Y,1.8510029645839767,-1,87499.40722071825,2010-07-01
2010-06-01,eur,9Y1Y,3.7510667526548414,1,-15036.630817221398,2010-07-01
2010-06-01,eur,8Y1Y,3.6332468934254107,1,-26516.02324129465,2010-07-01
2010-06-01,eur,8Y2Y,3.690310141164369,1,-20363.378772585205,2010-07-01
2010-07-01,eur,4Y1Y,2.5801991085991927,-1,-64343.34321927215,2010-08-02
2010-07-01,eur,3Y2Y,2.2807522113753613,-1,-80909.71460613773,2010-08-02
2010-07-01,eur,3Y1Y,1.9889424862609082,-1,-98376.01808211027,2010-08-02
2010-07-01,eur,9Y1Y,3.7329753653357254,1,49240.90386605884,2010-08-02
2010-07-01,eur,8Y2Y,3.661357921724238,1,50765.98292333134,2010-08-02
2010-07-01,eur,8Y1Y,3.5918116241916453,1,52356.87283934709,2010-08-02
2010-08-02,eur,3Y1Y,2.231909958400771,-1,290889.18002381147,2010-09-01
2010-08-02,eur,4Y1Y,2.7542694349530628,-1,354319.21020049485,2010-09-01
2010-08-02,eur,3Y2Y,2.48789577467232,-1,320759.60766034207,2010-09-01
2010-08-02,eur,9Y1Y,3.8428877994984507,1,-385791.8010747365,2010-09-01
2010-08-02,eur,8Y2Y,3.7739678442113056,1,-373397.5125292856,2010-09-01
2010-08-02,eur,8Y1Y,3.7072690348307136,1,-361613.74589451787,2010-09-01
2010-09-01,eur,3Y1Y,1.6905679605485548,-1,-84405.264515505,2010-10-01
2010-09-01,eur,3Y2Y,1.8825414260263609,-1,-87254.78175390966,2010-10-01
2010-09-01,eur,3Y3Y,2.0630637338821662,-1,-80668.38454132274,2010-10-01
2010-09-01,eur,7Y3Y,2.9741133091698253,1,67814.40934997973,2010-10-01
2010-09-01,eur,8Y2Y,3.036312295831688,1,66729.8404506218,2010-10-01
2010-09-01,eur,9Y1Y,3.0780624268581547,1,71573.4234878489,2010-10-01
2010-10-01,eur,3Y1Y,1.8968435990174073,-1,-76187.6195323432,2010-11-01
2010-10-01,eur,3Y2Y,2.0926235640140805,-1,-83015.21951205458,2010-11-01
2010-10-01,eur,4Y1Y,2.292956663503147,-1,-91163.76008012584,2010-11-01
2010-10-01,eur,8Y1Y,3.1303340527898755,1,85313.63851747332,2010-11-01
2010-10-01,eur,8Y2Y,3.179238200629105,1,86595.24008355568,2010-11-01
2010-10-01,eur,9Y1Y,3.2296102593597116,1,87886.43431024678,2010-11-01
2010-11-01,eur,4Y1Y,2.511600438759061,-1,-258133.67292386768,2010-12-01
2010-11-01,eur,3Y2Y,2.291784270563945,-1,-214148.54544023608,2010-12-01
2010-11-01,eur,4Y2Y,2.6627927202524804,-1,-263852.839356838,2010-12-01
2010-11-01,eur,8Y1Y,3.309836699698908,1,281500.4837494644,2010-12-01
2010-11-01,eur,8Y2Y,3.361108667991631,1,278883.3200647536,2010-12-01
2010-11-01,eur,9Y1Y,3.413866286831095,1,276257.24838238885,2010-12-01
2010-12-01,eur,3Y1Y,2.4782779264633836,-1,-23135.525775461298,2011-01-03
2010-12-01,eur,3Y2Y,2.774520286412342,-1,2154.924941221159,2011-01-03
2010-12-01,eur,4Y1Y,3.0791825522171634,-1,26732.437494617177,2011-01-03
2010-12-01,eur,9Y1Y,3.9748209909431726,1,57660.9694304604,2011-01-03
2010-12-01,eur,8Y2Y,3.9267712631194702,1,51684.601057370164,2011-01-03
2010-12-01,eur,8Y1Y,3.880036106354174,1,46087.828917962484,2011-01-03
2011-01-03,eur,3Y1Y,2.5762699732752554,-1,-196845.50902556317,2011-02-01
2011-01-03,eur,2Y2Y,2.267808559696314,-1,-238558.24828826843,2011-02-01
2011-01-03,eur,1Y3Y,1.9076437226376655,-1,-274599.35402387625,2011-02-01
2011-01-03,eur,9Y1Y,4.100136197592217,1,3180.7948950919317,2011-02-01
2011-01-03,eur,8Y2Y,4.039750412913806,1,5715.788392597343,2011-02-01
2011-01-03,eur,8Y1Y,3.9814569218871236,1,8765.673420987996,2011-02-01
2011-02-01,eur,1Y1Y,1.9585562230564688,-1,6885.518014957182,2011-03-01
2011-02-01,eur,1Y2Y,2.2537355697359027,-1,37228.65382869922,2011-03-01
2011-02-01,eur,1Y3Y,2.4957280040298726,-1,36779.16247534618,2011-03-01
2011-02-01,eur,7Y3Y,4.001342606018796,1,-56330.71627194508,2011-03-01
2011-02-01,eur,8Y1Y,4.007863234434569,1,-73601.15030503001,2011-03-01
2011-02-01,eur,8Y2Y,4.0597433218112755,1,-61323.62964100158,2011-03-01
2011-03-01,eur,1Y1Y,2.000782267459867,-1,-164612.03337253138,2011-04-01
2011-03-01,eur,3Y1Y,2.9783916519084794,-1,-111237.81247689891,2011-04-01
2011-03-01,eur,1Y3Y,2.4622647226679977,-1,-164641.82215935952,2011-04-01
2011-03-01,eur,8Y2Y,3.9463791504523664,1,99467.76302763993,2011-04-01
2011-03-01,eur,7Y2Y,3.8374568009365397,1,90448.56287062065,2011-04-01
2011-03-01,eur,8Y1Y,3.8652470770717566,1,98290.84079003736,2011-04-01
2011-04-01,eur,1Y1Y,2.3896017747532152,-1,54723.038456781615,2011-05-02
2011-04-01,eur,1Y2Y,2.6376133600273475,-1,60239.34105109574,2011-05-02
2011-04-01,eur,1Y3Y,2.828693067433437,-1,64387.68599755229,2011-05-02
2011-04-01,eur,6Y3Y,3.968141131966921,1,-68225.72504324697,2011-05-02
2011-04-01,eur,6Y1Y,3.855977400780178,1,-60868.42387619562,2011-05-02
2011-04-01,eur,8Y1Y,4.06850818713753,1,-73898.60899288836,2011-05-02
2011-05-02,eur,1Y1Y,2.3315849367778423,-1,226299.22032804118,2011-06-01
2011-05-02,eur,1Y2Y,2.5533605178234082,-1,235060.71365246363,2011-06-01
2011-05-02,eur,1Y3Y,2.7332931612952236,-1,223877.64331427196,2011-06-01
2011-05-02,eur,7Y1Y,3.855709803669878,1,-88318.54339409094,2011-06-01
2011-05-02,eur,7Y2Y,3.8906202183597167,1,-84087.83892326221,2011-06-01
2011-05-02,eur,8Y1Y,3.9266360938487,1,-79184.7358890021,2011-06-01
2011-06-01,eur,3Y1Y,2.7442597176545456,-1,-64913.293384834426,2011-07-01
2011-06-01,eur,3Y2Y,2.9347206662829457,-1,-28126.699719517757,2011-07-01
2011-06-01,eur,4Y1Y,3.1300924719642467,-1,9420.787978943856,2011-07-01
2011-06-01,eur,6Y3Y,3.6619842434785492,1,64515.18942539547,2011-07-01
2011-06-01,eur,7Y2Y,3.7326394769189055,1,70491.99530877348,2011-07-01
2011-06-01,eur,8Y1Y,3.7762014559858876,1,119755.71064575741,2011-07-01
2011-07-01,eur,3Y1Y,2.9208690344301385,-1,290624.22285666445,2011-08-01
2011-07-01,eur,2Y2Y,2.6421276381284184,-1,297187.637407448,2011-08-01
2011-07-01,eur,1Y3Y,2.398406091244375,-1,288789.89606939454,2011-08-01
2011-07-01,eur,6Y2Y,3.6955319355101235,1,-96761.58126038569,2011-08-01
2011-07-01,eur,7Y1Y,3.745045755108437,1,-77192.94104646624,2011-08-01
2011-07-01,eur,9Y1Y,4.090178088510601,1,-112661.77377111441,2011-08-01
2011-08-01,eur,3Y1Y,2.390818658704301,-1,172594.00183742656,2011-09-01
2011-08-01,eur,3Y2Y,2.6354651525522406,-1,159032.07180502356,2011-09-01
2011-08-01,eur,4Y1Y,2.891289958053726,-1,147852.54295424966,2011-09-01
2011-08-01,eur,6Y3Y,3.5486322358895124,1,-146493.07088426777,2011-09-01
2011-08-01,eur,7Y2Y,3.6077820237178106,1,-143305.97486451137,2011-09-01
2011-08-01,eur,8Y1Y,3.610624046721836,1,-113446.87541900144,2011-09-01
2011-09-01,eur,3Y1Y,2.103069081179557,-1,197581.42813231004,2011-10-03
2011-09-01,eur,3Y2Y,2.3681834928639875,-1,209077.04176920326,2011-10-03
2011-09-01,eur,2Y2Y,1.7527691925659257,-1,160695.05062919512,2011-10-03
2011-09-01,eur,8Y1Y,3.3942803496409324,1,-178764.5515598897,2011-10-03
2011-09-01,eur,7Y2Y,3.331717882963283,1,-226188.47001315225,2011-10-03
2011-09-01,eur,7Y1Y,3.270659169940148,1,-272621.3628699099,2011-10-03
2011-10-03,eur,3Y1Y,1.7548180747508704,-1,86810.01001192367,2011-11-01
2011-10-03,eur,2Y2Y,1.476128814901364,-1,63108.87230542006,2011-11-01
2011-10-03,eur,3Y2Y,1.9942356339895284,-1,81582.12298499933,2011-11-01
2011-10-03,eur,7Y1Y,2.7347738006543545,1,33363.567191128095,2011-11-01
2011-10-03,eur,5Y1Y,2.3096349711156097,1,53509.472165312436,2011-11-01
2011-10-03,eur,9Y1Y,2.9637274878606723,1,75561.85309561413,2011-11-01
2011-11-01,eur,4Y1Y,2.1266387853201656,-1,-111485.37557815353,2011-12-01
2011-11-01,eur,8Y1Y,3.320032361697292,-1,153177.81932744978,2011-12-01
2011-11-01,eur,3Y2Y,1.8717043593640665,-1,-105162.73125613375,2011-12-01
2011-11-01,eur,7Y3Y,3.0728925544933583,1,47945.238729233395,2011-12-01
2011-11-01,eur,7Y1Y,2.810504724784423,1,204930.2577196017,2011-12-01
2011-11-01,eur,9Y1Y,3.096763068224107,1,88413.27556552425,2011-12-01
2011-12-01,eur,3Y1Y,1.8835026344966004,-1,198829.88984421027,2012-01-02
2011-12-01,eur,3Y2Y,2.135461066597454,-1,177790.13331144146,2012-01-02
2011-12-01,eur,2Y2Y,1.5089982434699225,-1,155211.5318663444,2012-01-02
2011-12-01,eur,8Y2Y,3.14401816883443,1,-84202.27766756905,2012-01-02
2011-12-01,eur,7Y2Y,3.1190679488485022,1,-114091.69256018025,2012-01-02
2011-12-01,eur,8Y1Y,2.9934778144216705,1,-38126.92290257025,2012-01-02
2012-01-02,eur,4Y1Y,2.136267493066043,-1,151860.6960362103,2012-02-01
2012-01-02,eur,3Y2Y,1.8306581725570288,-1,136902.89160247924,2012-02-01
2012-01-02,eur,3Y1Y,1.536559611196036,-1,126274.16255901668,2012-02-01
2012-01-02,eur,8Y2Y,2.982890538882437,1,18287.509614709707,2012-02-01
2012-01-02,eur,7Y2Y,2.8974809299697735,1,7508.614905414434,2012-02-01
2012-01-02,eur,8Y1Y,2.921140269201901,1,34831.23638257957,2012-02-01
2012-02-01,eur,3Y1Y,1.3366508560992,-1,12047.70367606045,2012-03-01
2012-02-01,eur,3Y2Y,1.6045415887530192,-1,25018.604501623187,2012-03-01
2012-02-01,eur,3Y3Y,1.8532992099964725,-1,36969.13640511712,2012-03-01
2012-02-01,eur,7Y3Y,2.966307800845027,1,-31863.75460318036,2012-03-01
2012-02-01,eur,8Y2Y,3.0279934874085597,1,-25509.978891416595,2012-03-01
2012-02-01,eur,9Y1Y,3.052795741664495,1,-16882.73630430004,2012-03-01
2012-03-01,eur,3Y1Y,1.3603082052310842,-1,19248.80402385176,2012-04-02
2012-03-01,eur,3Y2Y,1.598832422718525,-1,14219.535544690576,2012-04-02
2012-03-01,eur,3Y3Y,1.8212125292816526,-1,12079.169767364117,2012-04-02
2012-03-01,eur,7Y3Y,2.9150804009440696,1,-3874.9516611888967,2012-04-02
2012-03-01,eur,8Y2Y,2.9877326329334073,1,-7083.711003143867,2012-04-02
2012-03-01,eur,9Y1Y,3.0253742682360123,1,8256.59245406496,2012-04-02
2012-04-02,eur,4Y1Y,1.8693167076335289,-1,145430.38588556333,2012-05-02
2012-04-02,eur,3Y2Y,1.611811296773624,-1,146308.94791786143,2012-05-02
2012-04-02,eur,3Y1Y,1.3630281978241952,-1,150563.67521843917,2012-05-02
2012-04-02,eur,7Y3Y,2.9187501269178777,1,-81329.52607030797,2012-05-02
2012-04-02,eur,8Y2Y,2.984197517954199,1,-78265.88791920463,2012-05-02
2012-04-02,eur,8Y1Y,2.91882010343646,1,-78134.73885918022,2012-05-02
2012-05-02,eur,4Y1Y,1.6230300033675662,-1,241337.47810244642,2012-06-01
2012-05-02,eur,4Y2Y,1.8668657604564773,-1,297994.3206262357,2012-06-01
2012-05-02,eur,3Y2Y,1.3615292312625435,-1,203530.5754811814,2012-06-01
2012-05-02,eur,8Y2Y,2.8395892232395465,1,-482396.81920921727,2012-06-01
2012-05-02,eur,8Y1Y,2.774465345770648,1,-498067.7578910127,2012-06-01
2012-05-02,eur,9Y1Y,2.90606531070796,1,-466436.75796526566,2012-06-01
2012-06-01,eur,3Y1Y,0.8057276461682149,-1,-57587.43817235773,2012-07-02
2012-06-01,eur,3Y2Y,0.9867270836334038,-1,-100562.5662652076,2012-07-02
2012-06-01,eur,4Y1Y,1.1703773704833225,-1,-145754.28399220004,2012-07-02
2012-06-01,eur,7Y2Y,1.7691912824151776,1,356382.38578673097,2012-07-02
2012-06-01,eur,1Y1Y,0.14569700084634601,1,29915.859116150063,2012-07-02
2012-06-01,eur,8Y1Y,1.780233156453628,1,408283.54187670775,2012-07-02
2012-07-02,eur,4Y1Y,1.5097401885543535,-1,127273.26561278396,2012-08-01
2012-07-02,eur,3Y2Y,1.2311164385018294,-1,99023.14381394628,2012-08-01
2012-07-02,eur,4Y2Y,1.7312843813180196,-1,116696.13668604128,2012-08-01
2012-07-02,eur,7Y3Y,2.538577985962685,1,5142.452048987334,2012-08-01
2012-07-02,eur,8Y2Y,2.6171800542527666,1,8857.423040311785,2012-08-01
2012-07-02,eur,9Y1Y,2.6181185311148534,1,-2069.1997546893326,2012-08-01
2012-08-01,eur,3Y1Y,0.8570743730178156,-1,45632.69174593277,2012-09-03
2012-08-01,eur,5Y1Y,1.78698407912812,-1,38710.3916991941,2012-09-03
2012-08-01,eur,3Y2Y,1.0743833882532585,-1,33396.816171388455,2012-09-03
2012-08-01,eur,1Y1Y,0.05202840430638215,1,-8147.220951394533,2012-09-03
2012-08-01,eur,8Y2Y,2.644603694036913,1,-102912.42300324942,2012-09-03
2012-08-01,eur,9Y1Y,2.609052520571633,1,-43681.15947836837,2012-09-03
2012-09-03,eur,4Y1Y,1.2969019042188306,-1,-19975.110627913018,2012-10-01
2012-09-03,eur,3Y2Y,1.0475012420092376,-1,-18595.35106014287,2012-10-01
2012-09-03,eur,4Y2Y,1.5206612829133213,-1,-21497.492158689234,2012-10-01
2012-09-03,eur,8Y2Y,2.449667546468977,1,44210.399700181704,2012-10-01
2012-09-03,eur,1Y1Y,0.04501768962664485,1,26385.9432198546,2012-10-01
2012-09-03,eur,8Y1Y,2.3654314661711573,1,45895.23662724537,2012-10-01
2012-10-01,eur,4Y1Y,1.3809612332691523,-1,29079.1734512017,2012-11-01
2012-10-01,eur,4Y2Y,1.6050612213405153,-1,25795.613364351877,2012-11-01
2012-10-01,eur,3Y2Y,1.124789798031469,-1,30486.240374045457,2012-11-01
2012-10-01,eur,9Y1Y,2.634735685162786,1,46060.82342580109,2012-11-01
2012-10-01,eur,8Y2Y,2.550476656045143,1,52556.0868011945,2012-11-01
2012-10-01,eur,8Y1Y,2.4679604980873173,1,58959.9191995549,2012-11-01
2012-11-01,eur,4Y1Y,1.3660318458246539,-1,67667.15022660907,2012-12-03
2012-11-01,eur,4Y2Y,1.59401737591031,-1,77211.98326231305,2012-12-03
2012-11-01,eur,3Y2Y,1.1028726352309857,-1,59751.80454124429,2012-12-03
2012-11-01,eur,8Y2Y,2.670249193028858,1,-65999.42999654051,2012-12-03
2012-11-01,eur,1Y1Y,0.09875135148981139,1,-18196.953299941215,2012-12-03
2012-11-01,eur,9Y1Y,2.737890787703622,1,-56019.67636461058,2012-12-03
2012-12-03,eur,4Y1Y,1.274027610356491,-1,59213.8377961583,2013-01-02
2012-12-03,eur,4Y2Y,1.479181721758395,-1,56823.70858308605,2013-01-02
2012-12-03,eur,3Y2Y,1.0220847197462173,-1,37086.95627726049,2013-01-02
2012-12-03,eur,8Y2Y,2.5526874143876617,1,9551.009652343013,2013-01-02
2012-12-03,eur,8Y1Y,2.4666609443237792,1,11099.335949341426,2013-01-02
2012-12-03,eur,1Y1Y,0.07504312560578642,1,-1749.8634170268272,2013-01-02
2013-01-02,eur,3Y1Y,0.7805224001969141,-1,-134658.50848392953,2013-02-01
2013-01-02,eur,3Y2Y,0.9852451614771488,-1,-130850.08402513793,2013-02-01
2013-01-02,eur,3Y3Y,1.1925599951525818,-1,-123299.3329868346,2013-02-01
2013-01-02,eur,1Y2Y,0.21198997479156087,1,167068.7811174469,2013-02-01
2013-01-02,eur,9Y1Y,2.6706872333290104,1,36871.38341948648,2013-02-01
2013-01-02,eur,1Y1Y,0.08505158451170165,1,162791.6115664774,2013-02-01
2013-02-01,eur,4Y1Y,1.47816773480066,-1,138035.65660374705,2013-03-01
2013-02-01,eur,4Y2Y,1.6691852322313934,-1,116530.94125513642,2013-03-01
2013-02-01,eur,3Y2Y,1.276859437493882,-1,147575.57637409912,2013-03-01
2013-02-01,eur,7Y3Y,2.5967966172792463,1,-51663.49326660713,2013-03-01
2013-02-01,eur,8Y2Y,2.69201154398082,1,-45536.8226301911,2013-03-01
2013-02-01,eur,9Y1Y,2.7537838623934765,1,-31899.69294575512,2013-03-01
2013-03-01,eur,5Y1Y,1.7145656798723738,-1,91073.07998854786,2013-04-02
2013-03-01,eur,4Y2Y,1.4750797103770652,-1,71273.70357770147,2013-04-02
2013-03-01,eur,4Y1Y,1.239713941400221,-1,52004.29719252087,2013-04-02
2013-03-01,eur,8Y2Y,2.6177292958087497,1,-66233.02373989181,2013-04-02
2013-03-01,eur,9Y1Y,2.7045458384074346,1,-52489.421569267724,2013-04-02
2013-03-01,eur,1Y1Y,0.11738350062344939,1,-15940.93824059982,2013-04-02
2013-04-02,eur,4Y1Y,1.1715009447517744,-1,114929.90148134247,2013-05-02
2013-04-02,eur,3Y2Y,0.9540267262863067,-1,116829.11613294961,2013-05-02
2013-04-02,eur,4Y2Y,1.36701760610133,-1,120036.20613521947,2013-05-02
2013-04-02,eur,2Y1Y,0.3371825462385217,1,-73055.02676502155,2013-05-02
2013-04-02,eur,1Y2Y,0.2164027947395395,1,-59450.937990070124,2013-05-02
2013-04-02,eur,1Y1Y,0.09504541236793006,1,-45047.23686130455,2013-05-02
2013-05-02,eur,4Y1Y,0.9800536392420268,-1,-158789.84835634718,2013-06-03
2013-05-02,eur,4Y2Y,1.161706725571082,-1,-164208.37482447195,2013-06-03
2013-05-02,eur,3Y2Y,0.7532679554929487,-1,-156550.33660515584,2013-06-03
2013-05-02,eur,2Y1Y,0.20688468531718743,1,134019.6710313523,2013-06-03
2013-05-02,eur,1Y2Y,0.1084901273692497,1,109300.8351644315,2013-06-03
2013-05-02,eur,1Y1Y,0.012851250219022533,1,83360.29337001989,2013-06-03
2013-06-03,eur,4Y1Y,1.3369725551410054,-1,-181605.82425044558,2013-07-01
2013-06-03,eur,4Y2Y,1.5258593418481285,-1,-170128.52744179041,2013-07-01
2013-06-03,eur,3Y2Y,1.1009257156845331,-1,-174408.56676884554,2013-07-01
2013-06-03,eur,1Y2Y,0.34435674271568445,1,77734.25255513219,2013-07-01
2013-06-03,eur,1Y1Y,0.19518897026253018,1,57436.0319262541,2013-07-01
2013-06-03,eur,9Y1Y,2.802600761312254,1,77841.94270905109,2013-07-01
2013-07-01,eur,3Y1Y,1.2511790562077514,-1,32366.349834725195,2013-08-01
2013-07-01,eur,3Y2Y,1.4934009477304937,-1,29113.45586769809,2013-08-01
2013-07-01,eur,4Y1Y,1.74283947268695,-1,27338.53985295809,2013-08-01
2013-07-01,eur,7Y3Y,2.79653452377244,1,-5554.813924641744,2013-08-01
2013-07-01,eur,8Y2Y,2.8968649079432027,1,3712.3504632079475,2013-08-01
2013-07-01,eur,9Y1Y,2.970578198042095,1,16185.25608289989,2013-08-01
2013-08-01,eur,3Y1Y,1.2346526627575185,-1,-118189.17670478168,2013-09-02
2013-08-01,eur,3Y2Y,1.480349477480321,-1,-115085.88507379481,2013-09-02
2013-08-01,eur,4Y1Y,1.7303589164849604,-1,-113283.7190626338,2013-09-02
2013-08-01,eur,8Y2Y,2.9232107738502964,1,77949.4091758648,2013-09-02
2013-08-01,eur,1Y1Y,0.2757161631582578,1,52366.2598761761,2013-09-02
2013-08-01,eur,9Y1Y,3.0190795059705606,1,86384.9261203422,2013-09-02
2013-09-02,eur,3Y1Y,1.520421459337036,-1,146855.4721087728,2013-10-01
2013-09-02,eur,3Y2Y,1.7548878004020134,-1,137442.88701040763,2013-10-01
2013-09-02,eur,2Y2Y,1.2172554411850423,-1,135795.78189825287,2013-10-01
2013-09-02,eur,7Y2Y,2.9013791532005397,1,-40229.64120524297,2013-10-01
2013-09-02,eur,8Y2Y,3.0949532123847727,1,-33613.68794377229,2013-10-01
2013-09-02,eur,8Y1Y,2.9824459241968895,1,-22221.722019377,2013-10-01
2013-10-01,eur,3Y1Y,1.277011263126777,-1,127608.82379707006,2013-11-01
2013-10-01,eur,3Y2Y,1.5268899686261888,-1,127937.20524933349,2013-11-01
2013-10-01,eur,4Y1Y,1.780266193831634,-1,128087.04601473108,2013-11-01
2013-10-01,eur,1Y1Y,0.2722830110569648,1,-45906.27836305589,2013-11-01
2013-10-01,eur,8Y2Y,3.0450988576412565,1,-27608.954780550477,2013-11-01
2013-10-01,eur,9Y1Y,3.1367782340067083,1,-27679.411628235728,2013-11-01
2013-11-01,eur,3Y1Y,1.0645840007729637,-1,14129.687523366742,2013-12-02
2013-11-01,eur,3Y2Y,1.3129917572101077,-1,4336.1918529651875,2013-12-02
2013-11-01,eur,4Y1Y,1.5653452625641804,-1,-6827.4508370059775,2013-12-02
2013-11-01,eur,8Y2Y,3.0073999816600265,1,27160.89723856796,2013-12-02
2013-11-01,eur,9Y1Y,3.0957296308908093,1,31607.389605503355,2013-12-02
2013-11-01,eur,1Y1Y,0.19266142925119292,1,-51737.89769112534,2013-12-02
2013-12-02,eur,3Y1Y,1.0886718748204296,-1,-89437.335095771,2014-01-02
2013-12-02,eur,3Y2Y,1.353350880982399,-1,-89902.8151550393,2014-01-02
2013-12-02,eur,4Y1Y,1.6259211906887674,-1,-88853.17903643507,2014-01-02
2013-12-02,eur,8Y2Y,3.0791537592749636,1,51739.10591090602,2014-01-02
2013-12-02,eur,9Y1Y,3.1749037793151684,1,56263.399425158015,2014-01-02
2013-12-02,eur,1Y1Y,0.09903758897578654,1,49514.713550811786,2014-01-02
2014-01-02,eur,3Y1Y,1.318581701392496,-1,209712.04259160708,2014-02-03
2014-01-02,eur,3Y2Y,1.5812110099224892,-1,223095.46698682383,2014-02-03
